Platform,Customer Name,Customerid Id,Total Amount,Amount After Margin,amountReceived,monthname
GCP,Dataogram Digital Solutions Private Limited,7782,811.8,811.8,811,June 2023
GCP,Block Armour Private Limited,8022,11165.96,11165.96,11165,June 2023
GCP,Savaari Car Rentals Private Limited,8032,401197.15,401197.15,401197,June 2023
GCP,LDS INFOTECH PVT LTD,8069,48.37,48.37,45,June 2023
GCP,Smarter Biz Technologies Pvt.Ltd.,8090,2617.89,2617.89,2617,June 2023
GCP,Jalongi Retail Private Limited,8140,28358.51,28358.51,28358,June 2023
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,32540.63,32540.63,32540,June 2023
GCP,Church Street ESolutions Private Limited,8326,28.56,28.56,28,June 2023
GCP,Raychem Rpg Private Limited,8332,75167.7,75167.7,75167,June 2023
GCP,Clubdiaries Technologies Private Limited,8372,23441.86,23441.86,23441,June 2023
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,5251.63,5251.63,5251,June 2023
GCP,Poncho Hospitality Pvt. Ltd.,8496,307796.07,307796.07,301640,June 2023
GCP,Treis Solutions LLP,8504,248359.02,248359.02,248359,June 2023
GCP,Staart Buildtech Private Limited,8522,8016.2,8016.2,8016,June 2023
GCP,Atomberg Technologies Private Limited,8547,15551.27,15551.27,15551,June 2023
GCP,Ozonetel Communications Pvt Ltd.,8557,217854.88,217854.88,217854,June 2023
GCP,QuaQua Experiences Private Limited,8616,88840.08,88840.08,88839,June 2023
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,265471.15,265471.15,265471,June 2023
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,1079520.02,1079520.02,1025543,June 2023
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,28064.84,28064.84,28064,June 2023
GCP,Geny Medium Labs Private Limited.,8756,12571.94,12571.94,12571,June 2023
GCP,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LIMITED,8762,0.0,0.0,0,June 2023
GCP,Abravic Shipping,8803,206.84,206.84,206,June 2023
GCP,Retigence Technologies Private Limited,8866,0.0,0.0,0,June 2023
GCP,MODAK ANALYTICS LLP,8985,68729.1,68729.1,68729,June 2023
GCP,AquaExchange Agritech private Limited,9003,93639.95,93639.95,93639,June 2023
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,355229.87,355229.87,355229,June 2023
GCP,Aquaconnect,9019,2323.86,2323.86,2323,June 2023
GCP,IZA MEDI TECHNOLOGIES PRIVATE LIMITED,9091,136241.56,136241.56,136241,June 2023
GCP,SAIL BOAT TECHNOLOGIES PVT LTD (Zapro),9108,181.83,181.83,181,June 2023
GCP,Purple Talk India Private Limited,9,17264.34,17264.34,512679,May 2023
GCP,Techsophy Information Solutions Pvt Ltd,21,831.41,831.41,831,May 2023
GCP,SHREE NIDHI SECURE PRINT (P) LTD.,196,46504.32,46504.32,48784,May 2023
GCP,Gulam Mustafa Enterprises Pvt.Ltd.,245,48769.3,48769.3,48769,May 2023
GCP,Navjyoti Commodity Management Services Limited,652,13328.28,13328.28,17128,May 2023
GCP,Sequel Logistics Private Limited,869,3406.3,3406.3,281564,May 2023
GCP,Xobin Technologies Private Limited,933,109943.47,109943.47,109943,May 2023
GCP,FNP E Retail Private Limited,963,4645.2600000003995,4645.2600000003995,2545,May 2023
GCP,Obopay Mobile Technology India Pvt. Ltd.,1549,173472.07,173472.07,173471,May 2023
GCP,Green Enabled IT Solutions Pvt. Ltd.,1572,25180.24,25180.24,25180,May 2023
GCP,Moonfrog Labs private Limited,2266,151671.98,151671.98,151671,May 2023
GCP,VST INDUSTRIES LIMITED,2453,162478.15,162478.15,162478,May 2023
GCP,Regalix India Pvt Ltd,2560,3858.29,3858.29,3858,May 2023
GCP,INFOLOGY,2863,21620.239999999998,21620.239999999998,21620,May 2023
GCP,Prestige Estates Projects Limited,3094,370037.5,370037.5,152436,May 2023
GCP,iDisha info Labs Private Limited,3237,580.85,580.85,48013,May 2023
GCP,Medvarsity Online limited,3638,1062495.43,1062495.43,1062495,May 2023
GCP,ALO AGRITECH Private Limited,3648,3896.89,3896.89,3896,May 2023
GCP,AutoRABIT Software Pvt Ltd,3749,439.62,439.62,439,May 2023
GCP,ZOE NUTRITION PRIVATE LIMITED,3821,928.61,928.61,3527,May 2023
GCP,QBurst Technologies Pvt Ltd,3891,38734.47,38734.47,38734,May 2023
GCP,TACTIVE SOFTWARE SYSTEMS PRIVATE LIMITED,4937,10686.91,10686.91,10686,May 2023
GCP,Krypt India Private Limited,5402,897874.75,897874.75,897874,May 2023
GCP,Matex Net Private Limited,6015,197444.74,197444.74,197444,May 2023
GCP,Zeliot Connected Services Private Limited,6180,1231.07,1231.07,1194,May 2023
GCP,FEG India Solutions Private Limited,6261,208527.84,208527.84,208527,May 2023
GCP,DRA aadithya south city projects private limited,6266,2728.7,2728.7,2728,May 2023
GCP,Costbo Services Private  Limited,6267,102012.68999999999,102012.68999999999,102012,May 2023
GCP,THG Publishing Pvt Ltd,6268,116446.36,116446.36,116446,May 2023
GCP,Arunesh Dutta,6284,119.08999999999999,119.08999999999999,119,May 2023
GCP,"Poorvika Mobiles Private Limited,",6465,714604.93,714604.93,714604,May 2023
GCP,iInterchange Systems Pvt. Ltd,6466,66092.03,66092.03,66092,May 2023
GCP,Gaboli Online Services Pvt Ltd,6627,41672.96,41672.96,41672,May 2023
GCP,42Gears Mobility Systems Private Limited,6628,471134.4000000001,471134.4000000001,3750670,May 2023
GCP,Node Technologies India Private Limited,6647,16.36,16.36,16,May 2023
GCP,Atria Brindavan power Private Limited,6648,57201.52,57201.52,57201,May 2023
GCP,LATENTVIEW ANALYTICS LIMITED,6649,5403.94,5403.94,5403,May 2023
GCP,US Technology Intl Pvt Ltd,6659,3007857.06,3007857.06,3064323,May 2023
GCP,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,6660,17086.69,17086.69,17086,May 2023
GCP,Quin Bay Technologies Private Limited,6665,2348.98,2348.98,2348,May 2023
GCP,BridgeLabz Solutions Private Limited,6698,63273.76,63273.76,63273,May 2023
GCP,Aiprop Analytics Private Limited,6728,20236.17,20236.17,20236,May 2023
GCP,"D&R Business Solutions Private Limited,",6754,5583.28,5583.28,5583,May 2023
GCP,Barbeque Nation Hospitality Limited,6759,1179.86,1179.86,1179,May 2023
GCP,DTDC Express Private Limited,6826,3918446.46,3918446.46,4032081,May 2023
GCP,G.M. Fabrics Private Limited,6868,148277.52,148277.52,74138,May 2023
GCP,Techmash Solutions Private Limited,6873,24075.14,24075.14,85071,May 2023
GCP,Acuity Knowledge Centre (India) Private Limited,6888,273.11,273.11,273,May 2023
GCP,Mediacred Private Limited,6890,1626.17,1626.17,1626,May 2023
GCP,Sublime,6902,76103.05,76103.05,76103,May 2023
GCP,OSAAT Educational Charitable Trust (India),6925,2994.49,2994.49,2994,May 2023
GCP,Autonom8 Private Limited,6979,3394670.04,3394670.04,1696959,May 2023
GCP,MALABAR GOLD PRIVATE LIMITED,7013,42780.37,42780.37,42780,May 2023
GCP,Fluidi5 Technologies Pvt Ltd,7029,281.69,281.69,23245,May 2023
GCP,HASHLOG SOLUTIONS PRIVATE LIMITED,7048,40934.72,40934.72,40934,May 2023
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,65681.07,65681.07,65681,May 2023
GCP,Technofirm Solutions LLP,7124,538271.0599999999,538271.0599999999,255412,May 2023
GCP,AasaanJobs Private Limited,7138,1066235.24,1066235.24,1012921,May 2023
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,144410.6,144410.6,144410,May 2023
GCP,Inde pay Networks Private Limited,7216,6198.81,6198.81,6198,May 2023
GCP,Vivoiz Healthtech Private Limited,7236,1554913.15,1554913.15,1554913,May 2023
GCP,Mycelium Technologies Private Limited,7250,875626.06,875626.06,875626,May 2023
GCP,TechTree IT Systems Pvt Ltd,7276,4523.59,4523.59,4523,May 2023
GCP,Avyay Solutions India Private Limited,7331,122776.3,122776.3,122776,May 2023
GCP,Datametica Solutions Private Limited,7362,2133375.79,2133375.79,2133375,May 2023
GCP,Scholiverse Educare Private Limited,7372,1050.13,1050.13,1050,May 2023
GCP,Stanplus Technologies Pvt Ltd,7377,2166235.75,2166235.75,2166235,May 2023
GCP,PILOG India Private Limited,7431,699.48,699.48,699,May 2023
GCP,Sigtuple Technologies Private Limited,7528,608010.4,608010.4,608010,May 2023
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,69705.14,69705.14,69705,May 2023
GCP,National Institute of Urban Management,7556,364.27,364.27,364,May 2023
GCP,Greyamp Consulting,7586,95966.09,95966.09,95966,May 2023
GCP,FarziEngineer,7621,340383.34,340383.34,340383,May 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,732329.05,732329.05,695711,May 2023
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,3443.92,3443.92,284642,May 2023
GCP,Suryalakshmi Cotton Mills Limited,7682,20057.32,20057.32,20057,May 2023
GCP,Better World Technology Pvt Ltd,7685,952542.08,952542.08,475317,May 2023
GCP,Evergreen Community Private Limited,7711,28864.27,28864.27,28864,May 2023
GCP,Dataogram Digital Solutions Private Limited,7782,765.28,765.28,765,May 2023
GCP,Savaari Car Rentals Private Limited,8032,422604.44,422604.44,422604,May 2023
GCP,LDS INFOTECH PVT LTD,8069,331869.47,331869.47,315275,May 2023
GCP,Smarter Biz Technologies Pvt.Ltd.,8090,4382.1,4382.1,4382,May 2023
GCP,Jalongi Retail Private Limited,8140,19253.23,19253.23,19253,May 2023
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,184875.54,184875.54,184875,May 2023
GCP,Church Street ESolutions Private Limited,8326,28.34,28.34,28,May 2023
GCP,Raychem Rpg Private Limited,8332,6083.17,6083.17,6083,May 2023
GCP,Clubdiaries Technologies Private Limited,8372,26129.85,26129.85,26129,May 2023
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,5363.34,5363.34,5363,May 2023
GCP,Poncho Hospitality Pvt. Ltd.,8496,308027.61,308027.61,301867,May 2023
GCP,Treis Solutions LLP,8504,221822.47,221822.47,221822,May 2023
GCP,Staart Buildtech Private Limited,8522,7826.39,7826.39,7826,May 2023
GCP,Atomberg Technologies Private Limited,8547,15803.91,15803.91,15803,May 2023
GCP,Ozonetel Communications Pvt Ltd.,8557,182681.33,182681.33,182681,May 2023
GCP,QuaQua Experiences Private Limited,8616,89476.02,89476.02,89475,May 2023
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,280014.59,280014.59,280014,May 2023
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,858271.77,858271.77,815358,May 2023
GCP,GoComet India Private Limited,8694,268255.72,268255.72,256184,May 2023
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,28418.67,28418.67,28418,May 2023
GCP,Geny Medium Labs Private Limited.,8756,17384.61,17384.61,17384,May 2023
GCP,Abravic Shipping,8803,204.12,204.12,204,May 2023
GCP,CleanMax Enviro Energy Solutions Pvt Ltd,8923,8331.95,8331.95,8331,May 2023
GCP,MODAK ANALYTICS LLP,8985,68181.48,68181.48,68181,May 2023
GCP,AquaExchange Agritech private Limited,9003,75965.08,75965.08,75965,May 2023
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,361796.64,361796.64,361796,May 2023
GCP,IZA MEDI TECHNOLOGIES PRIVATE LIMITED,9091,61923.51,61923.51,61922,May 2023
GCP,Purple Talk India Private Limited,9,18299.04,18299.04,389532,April 2023
GCP,Techsophy Information Solutions Pvt Ltd,21,836.21,836.21,836,April 2023
GCP,SHREE NIDHI SECURE PRINT (P) LTD.,196,45507.53,45507.53,47787,April 2023
GCP,iVIS International Pvt Ltd,229,247.6,247.6,20233,April 2023
GCP,Gulam Mustafa Enterprises Pvt.Ltd.,245,47510.03,47510.03,47510,April 2023
GCP,Navjyoti Commodity Management Services Limited,652,12873.57,12873.57,16673,April 2023
GCP,Sequel Logistics Private Limited,869,1004.56,1004.56,82092,April 2023
GCP,Xobin Technologies Private Limited,933,106978.11,106978.11,106978,April 2023
GCP,FNP E Retail Private Limited,963,2432.7000000000003,2432.7000000000003,2416,April 2023
GCP,Obopay Mobile Technology India Pvt. Ltd.,1549,196527.7,196527.7,196527,April 2023
GCP,Green Enabled IT Solutions Pvt. Ltd.,1572,24216.06,24216.06,24216,April 2023
GCP,Moonfrog Labs private Limited,2266,134335.44,134335.44,134335,April 2023
GCP,VST INDUSTRIES LIMITED,2453,127828.44,127828.44,127828,April 2023
GCP,Regalix India Pvt Ltd,2560,3790.99,3790.99,3790,April 2023
GCP,INFOLOGY,2863,20994.17,20994.17,20994,April 2023
GCP,Prestige Estates Projects Limited,3094,345340.6,345340.6,141343,April 2023
GCP,iDisha info Labs Private Limited,3237,651.28,651.28,53222,April 2023
GCP,Medvarsity Online limited,3638,995968.79,995968.79,995968,April 2023
GCP,ALO AGRITECH Private Limited,3648,3796.25,3796.25,3795,April 2023
GCP,AutoRABIT Software Pvt Ltd,3749,1369.05,1369.05,1369,April 2023
GCP,ZOE NUTRITION PRIVATE LIMITED,3821,12954.96,12954.96,15554,April 2023
GCP,QBurst Technologies Pvt Ltd,3891,10502.12,10502.12,10501,April 2023
GCP,TACTIVE SOFTWARE SYSTEMS PRIVATE LIMITED,4937,10419.7,10419.7,10419,April 2023
GCP,Krypt India Private Limited,5402,856839.33,856839.33,856839,April 2023
GCP,AVR EdGE Networks Pvt Ltd,5989,933.93,933.93,933,April 2023
GCP,Matex Net Private Limited,6015,196966.39,196966.39,196966,April 2023
GCP,Zeliot Connected Services Private Limited,6180,1239.61,1239.61,1202,April 2023
GCP,FEG India Solutions Private Limited,6261,121608.1,121608.1,121608,April 2023
GCP,DRA aadithya south city projects private limited,6266,2615.38,2615.38,2615,April 2023
GCP,Costbo Services Private  Limited,6267,97908.97,97908.97,97908,April 2023
GCP,THG Publishing Pvt Ltd,6268,198180.14,198180.14,198180,April 2023
GCP,Arunesh Dutta,6284,118.07000000000001,118.07000000000001,118,April 2023
GCP,"Poorvika Mobiles Private Limited,",6465,551011.06,551011.06,551011,April 2023
GCP,iInterchange Systems Pvt. Ltd,6466,64287.42,64287.42,64287,April 2023
GCP,Gaboli Online Services Pvt Ltd,6627,40941.53,40941.53,40941,April 2023
GCP,42Gears Mobility Systems Private Limited,6628,1494219.24,1494219.24,2885832,April 2023
GCP,Node Technologies India Private Limited,6647,16.48,16.48,16,April 2023
GCP,Atria Brindavan power Private Limited,6648,57277.69,57277.69,57277,April 2023
GCP,LATENTVIEW ANALYTICS LIMITED,6649,5419.63,5419.63,5419,April 2023
GCP,US Technology Intl Pvt Ltd,6659,2010477.0,2010477.0,2213819,April 2023
GCP,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,6660,16707.18,16707.18,16707,April 2023
GCP,Quin Bay Technologies Private Limited,6665,2387.72,2387.72,2387,April 2023
GCP,BridgeLabz Solutions Private Limited,6698,54656.96,54656.96,54656,April 2023
GCP,Aiprop Analytics Private Limited,6728,19691.88,19691.88,19691,April 2023
GCP,"D&R Business Solutions Private Limited,",6754,5466.45,5466.45,5466,April 2023
GCP,Barbeque Nation Hospitality Limited,6759,1147.92,1147.92,1147,April 2023
GCP,Britannia Industries Limited,6799,4.92,4.92,402,April 2023
GCP,DTDC Express Private Limited,6826,3762405.25,3762405.25,3871515,April 2023
GCP,Monsoon CreditTech Pvt. Ltd.,6843,0.02,0.02,0,April 2023
GCP,G.M. Fabrics Private Limited,6868,62058.299999999996,62058.299999999996,62058,April 2023
GCP,Techmash Solutions Private Limited,6873,46333.26,46333.26,78046,April 2023
GCP,Acuity Knowledge Centre (India) Private Limited,6888,97.98,97.98,97,April 2023
GCP,Mediacred Private Limited,6890,1632.82,1632.82,1632,April 2023
GCP,Sublime,6902,81025.75,81025.75,81025,April 2023
GCP,OSAAT Educational Charitable Trust (India),6925,3245.49,3245.49,3245,April 2023
GCP,Autonom8 Private Limited,6979,3146004.7800000003,3146004.7800000003,1572811,April 2023
GCP,MALABAR GOLD PRIVATE LIMITED,7013,40471.08,40471.08,40471,April 2023
GCP,Fluidi5 Technologies Pvt Ltd,7029,1141.99,1141.99,93323,April 2023
GCP,HASHLOG SOLUTIONS PRIVATE LIMITED,7048,40132.35,40132.35,40132,April 2023
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,64027.71,64027.71,64027,April 2023
GCP,Technofirm Solutions LLP,7124,431840.37999999995,431840.37999999995,204651,April 2023
GCP,AasaanJobs Private Limited,7138,1066000.15,1066000.15,1012697,April 2023
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,132561.3,132561.3,132561,April 2023
GCP,Inde pay Networks Private Limited,7216,6198.29,6198.29,6198,April 2023
GCP,Vivoiz Healthtech Private Limited,7236,1967581.97,1967581.97,1967581,April 2023
GCP,Mycelium Technologies Private Limited,7250,846950.35,846950.35,846950,April 2023
GCP,TechTree IT Systems Pvt Ltd,7276,4571.3,4571.3,4571,April 2023
GCP,Avyay Solutions India Private Limited,7331,124783.67,124783.67,124783,April 2023
GCP,Datametica Solutions Private Limited,7362,2137158.03,2137158.03,2137158,April 2023
GCP,Scholiverse Educare Private Limited,7372,1435.19,1435.19,1435,April 2023
GCP,Stanplus Technologies Pvt Ltd,7377,1587498.78,1587498.78,1587498,April 2023
GCP,PILOG India Private Limited,7431,1733.6,1733.6,1733,April 2023
GCP,Sigtuple Technologies Private Limited,7528,544298.15,544298.15,544298,April 2023
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,64613.76,64613.76,64613,April 2023
GCP,National Institute of Urban Management,7556,319.73,319.73,319,April 2023
GCP,Greyamp Consulting,7586,93851.74,93851.74,93851,April 2023
GCP,FarziEngineer,7621,323483.35,323483.35,323483,April 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,716627.72,716627.72,680795,April 2023
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,2797.88,2797.88,228610,April 2023
GCP,Suryalakshmi Cotton Mills Limited,7682,19771.74,19771.74,19771,April 2023
GCP,Better World Technology Pvt Ltd,7685,563334.22,563334.22,280808,April 2023
GCP,Evergreen Community Private Limited,7711,22754.94,22754.94,22754,April 2023
GCP,Dataogram Digital Solutions Private Limited,7782,742.98,742.98,742,April 2023
GCP,Savaari Car Rentals Private Limited,8032,385359.19,385359.19,385359,April 2023
GCP,LDS INFOTECH PVT LTD,8069,61461.79,61461.79,58388,April 2023
GCP,Smarter Biz Technologies Pvt.Ltd.,8090,139140.34,139140.34,139140,April 2023
GCP,Jalongi Retail Private Limited,8140,15678.52,15678.52,15678,April 2023
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,69496.64,69496.64,69496,April 2023
GCP,Church Street ESolutions Private Limited,8326,28.48,28.48,28,April 2023
GCP,Raychem Rpg Private Limited,8332,1.57,1.57,1,April 2023
GCP,Clubdiaries Technologies Private Limited,8372,35688.01,35688.01,35687,April 2023
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,5235.3,5235.3,5235,April 2023
GCP,Poncho Hospitality Pvt. Ltd.,8496,304328.72,304328.72,298242,April 2023
GCP,Treis Solutions LLP,8504,164014.75,164014.75,164014,April 2023
GCP,Staart Buildtech Private Limited,8522,10125.18,10125.18,10125,April 2023
GCP,Atomberg Technologies Private Limited,8547,15413.76,15413.76,15413,April 2023
GCP,Ozonetel Communications Pvt Ltd.,8557,163468.36,163468.36,163468,April 2023
GCP,QuaQua Experiences Private Limited,8616,87426.74,87426.74,87426,April 2023
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,296418.76,296418.76,296418,April 2023
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,1032942.79,1032942.79,981295,April 2023
GCP,GoComet India Private Limited,8694,488031.92,488031.92,466070,April 2023
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,27857.47,27857.47,27857,April 2023
GCP,Geny Medium Labs Private Limited.,8756,16362.17,16362.17,16362,April 2023
GCP,Abravic Shipping,8803,204.68,204.68,204,April 2023
GCP,Retigence Technologies Private Limited,8866,4665.81,4665.81,4665,April 2023
GCP,CleanMax Enviro Energy Solutions Pvt Ltd,8923,11153.53,11153.53,11153,April 2023
GCP,AquaExchange Agritech private Limited,9003,60092.31,60092.31,60092,April 2023
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,311170.85,311170.85,311170,April 2023
GCP,US Technology Intl Pvt Ltd,6659,3217872.17,3217872.17,3217872,March 2023
GCP,AasaanJobs Private Limited,7138,1090432.66,1090432.66,1035908,March 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,659038.17,659038.17,626084,March 2023
GCP,Purple Talk India Private Limited,9,64909.799999999996,64909.799999999996,395985,February 2023
GCP,Techsophy Information Solutions Pvt Ltd,21,1654.16,1654.16,842,February 2023
GCP,SHREE NIDHI SECURE PRINT (P) LTD.,196,83315.96,83315.96,48581,February 2023
GCP,Gulam Mustafa Enterprises Pvt.Ltd.,245,87898.7,87898.7,49204,February 2023
GCP,Navjyoti Commodity Management Services Limited,652,20765.46,20765.46,15052,February 2023
GCP,Sequel Logistics Private Limited,869,1607.48,1607.48,65770,February 2023
GCP,Xobin Technologies Private Limited,933,178242.58,178242.58,103837,February 2023
GCP,FNP E Retail Private Limited,963,6219.040000000001,6219.040000000001,2542,February 2023
GCP,Obopay Mobile Technology India Pvt. Ltd.,1549,346812.66,346812.66,210910,February 2023
GCP,Green Enabled IT Solutions Pvt. Ltd.,1572,30991.52,30991.52,22135,February 2023
GCP,Moonfrog Labs private Limited,2266,251909.34,251909.34,131484,February 2023
GCP,VST INDUSTRIES LIMITED,2453,209634.66,209634.66,115253,February 2023
GCP,Regalix India Pvt Ltd,2560,7162.74,7162.74,3894,February 2023
GCP,INFOLOGY,2863,35638.86,35638.86,19642,February 2023
GCP,Prestige Estates Projects Limited,3094,826936.0,826936.0,149178,February 2023
GCP,Fernandez Hospital Educational and Research Foundation,3165,64.14,64.14,70,February 2023
GCP,iDisha info Labs Private Limited,3237,3467.66,3467.66,141879,February 2023
GCP,Medvarsity Online limited,3638,2017300.38,2017300.38,1047787,February 2023
GCP,ALO AGRITECH Private Limited,3648,6982.82,6982.82,3911,February 2023
GCP,AutoRABIT Software Pvt Ltd,3749,18.58,18.58,32,February 2023
GCP,ZOE NUTRITION PRIVATE LIMITED,3821,23737.04,23737.04,15912,February 2023
GCP,QBurst Technologies Pvt Ltd,3891,10472.12,10472.12,8687,February 2023
GCP,TACTIVE SOFTWARE SYSTEMS PRIVATE LIMITED,4937,19300.98,19300.98,10789,February 2023
GCP,Krypt India Private Limited,5402,1381230.68,1381230.68,786829,February 2023
GCP,AVR EdGE Networks Pvt Ltd,5989,5224.96,5224.96,2838,February 2023
GCP,Matex Net Private Limited,6015,350885.1,350885.1,199378,February 2023
GCP,Zeliot Connected Services Private Limited,6180,2454.78,2454.78,1208,February 2023
GCP,FEG India Solutions Private Limited,6261,317810.6,317810.6,158905,February 2023
GCP,DRA aadithya south city projects private limited,6266,4835.18,4835.18,2724,February 2023
GCP,Costbo Services Private  Limited,6267,175897.22,175897.22,98547,February 2023
GCP,THG Publishing Pvt Ltd,6268,357611.5,357611.5,266810,February 2023
GCP,Arunesh Dutta,6284,149.84,149.84,95,February 2023
GCP,Navkar Infotech,6290,0.0,0.0,1017,February 2023
GCP,"Poorvika Mobiles Private Limited,",6465,1048596.9,1048596.9,573455,February 2023
GCP,iInterchange Systems Pvt. Ltd,6466,121435.38,121435.38,66714,February 2023
GCP,Gaboli Online Services Pvt Ltd,6627,69813.76,69813.76,38073,February 2023
GCP,42Gears Mobility Systems Private Limited,6628,3472122.1199999996,3472122.1199999996,3045998,February 2023
GCP,Node Technologies India Private Limited,6647,32.62,32.62,16,February 2023
GCP,Atria Brindavan power Private Limited,6648,105375.38,105375.38,58380,February 2023
GCP,LATENTVIEW ANALYTICS LIMITED,6649,10646.38,10646.38,5467,February 2023
GCP,US Technology Intl Pvt Ltd,6659,2862737.8899999997,2862737.8899999997,2862738,February 2023
GCP,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,6660,31041.36,31041.36,17254,February 2023
GCP,Quin Bay Technologies Private Limited,6665,4728.38,4728.38,2399,February 2023
GCP,BridgeLabz Solutions Private Limited,6698,101507.42,101507.42,55956,February 2023
GCP,Aiprop Analytics Private Limited,6728,36477.76,36477.76,20427,February 2023
GCP,"D&R Business Solutions Private Limited,",6754,10207.48,10207.48,5595,February 2023
GCP,Barbeque Nation Hospitality Limited,6759,2134.42,2134.42,1191,February 2023
GCP,DTDC Express Private Limited,6826,7488076.88,7488076.88,3956822,February 2023
GCP,Monsoon CreditTech Pvt. Ltd.,6843,0.05000000001,0.05000000001,0,February 2023
GCP,G.M. Fabrics Private Limited,6868,113172.68,113172.68,62792,February 2023
GCP,Techmash Solutions Private Limited,6873,50867.4,50867.4,78758,February 2023
GCP,Acuity Knowledge Centre (India) Private Limited,6888,353.82,353.82,12235,February 2023
GCP,Mediacred Private Limited,6890,26460.24,26460.24,13230,February 2023
GCP,Sublime,6902,175542.48,175542.48,95745,February 2023
GCP,OSAAT Educational Charitable Trust (India),6925,22544.62,22544.62,11272,February 2023
GCP,Autonom8 Private Limited,6979,4018249.17,4018249.17,1987817,February 2023
GCP,MALABAR GOLD PRIVATE LIMITED,7013,175007.66,175007.66,87503,February 2023
GCP,Fluidi5 Technologies Pvt Ltd,7029,0.06,0.06,51860,February 2023
GCP,HASHLOG SOLUTIONS PRIVATE LIMITED,7048,77371.7,77371.7,41311,February 2023
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,134730.3,134730.3,68099,February 2023
GCP,Technofirm Solutions LLP,7124,851008.16,851008.16,228344,February 2023
GCP,AasaanJobs Private Limited,7138,948631.07,948631.07,901196,February 2023
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,227421.78,227421.78,142730,February 2023
GCP,Inde pay Networks Private Limited,7216,12058.58,12058.58,6249,February 2023
GCP,Vivoiz Healthtech Private Limited,7236,3929601.28,3929601.28,2108990,February 2023
GCP,Mycelium Technologies Private Limited,7250,1191536.88,1191536.88,697482,February 2023
GCP,TechTree IT Systems Pvt Ltd,7276,8940.5,8940.5,4818,February 2023
GCP,Avyay Solutions India Private Limited,7331,222110.08,222110.08,126941,February 2023
GCP,1Point1,7353,3968.82,3968.82,1984,February 2023
GCP,Datametica Solutions Private Limited,7362,2705475.54,2705475.54,2066663,February 2023
GCP,Scholiverse Educare Private Limited,7372,3171.28,3171.28,1608,February 2023
GCP,Stanplus Technologies Pvt Ltd,7377,-91.16,-91.16,0,February 2023
GCP,PILOG India Private Limited,7431,1496441.8,1496441.8,404683,February 2023
GCP,Sigtuple Technologies Private Limited,7528,850513.5,850513.5,511173,February 2023
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,120209.8,120209.8,66804,February 2023
GCP,National Institute of Urban Management,7556,205.44,205.44,329,February 2023
GCP,Greyamp Consulting,7586,181590.88,181590.88,97821,February 2023
GCP,FarziEngineer,7621,600331.24,600331.24,322643,February 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,561378.79,561378.79,533309,February 2023
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,4905.8,4905.8,214802,February 2023
GCP,Suryalakshmi Cotton Mills Limited,7682,36721.18,36721.18,20767,February 2023
GCP,Better World Technology Pvt Ltd,7685,206321.19999999998,206321.19999999998,199793,February 2023
GCP,Dataogram Digital Solutions Private Limited,7782,17658.88,17658.88,8829,February 2023
GCP,Block Armour Private Limited,8022,4784.9,4784.9,4784,February 2023
